reviews,sentiment
Powerful key to decode every door of your life. This book will take your performance to sky rocket. The content is amazingly narrated by Dr Joseph Murphy to overcome every problem associated with you and people around you. *Important note-your precious money can only give  you this book but  it will be useless until you put the key into the keyhole. Unlock your treasure.,5.0
Everyone should know about their brain and how to use them for a great life . So it's a great book for them who overthinking or going through anxiety or don't know which path is great for them . With your faith and belief,5.0
This book is great this will change the moods of all the student and people.  There is more Applicable examples are given which belong to the real principles which definitely works on all the people who read this book.  I suggest to other person to buy this.  Especially the students who get Dippresed by studies it will change the mood.,1.0
"""Man is what he thinks all day long"".This book tells us that our thoughts are ultimately expressed as our condition and experiences that we encounter in our life. As the title suggests, in this book Dr Joseph Murphy vividly illustrates the power of our subconscious mind. It also tells how to deal with adversities optimistically and that one should have complete faith in oneself without any fear or doubt while facing difficulties.",5.0
"Not a good one. Better to choose another book.I just happened to study the whole book and all I found is that the same point iterates in every chapter and every sentence of the book i.e your subconscious is answer to all your problems. That if you have some problem in your life, whatever that problem maybe, just repeat the thing again and again in ur mind that u can overcome it.",5.0
"This book will make you entitled and will teach you how to ignore life's problems by showing you parlour tricks for remaining positive , this book says ignore your problems rather than doing something about them , this book says leave it in the hands of the unknown , this book says that you just need to imagine something consistently to achieve it rather than working on it .I GAVE MINE TO A SCRAP COLLECTOR .",1.0
Thank you Joseph Murphy for  making this book available on kindle for just Rs15. I need to still finish reading it... but the first few pages are quite engaging and I need to get back to reading it...,5.0
"We all know the importance of this book so apart from reviewing this book, I am going to review the quality of this hardbound book which is wonderful as you all can see from the pictures I have attached. I am grateful to get this book at this price.",5.0
"This book tells you everything ymthat you mist know about your life and your SUBCONSCIOUS and conscious mind and their use and the effects that will occur after using them. Do read it and you wont be dissatisfied.  This is the mother of a book called AS A MAN THINKETH,  that book is just the part of this book so do read this first and you dont have any need to read that book .. this is AWSESOME BOOK AND SO MOTIVATIONAL. 📖📚🙌🙌🙌🙌🙌",5.0
"After reading this book  . Believe me guys,  I need a Lamborghini,  I will say before I go to sleep, "" I got my Lamborghini "" , after few days, I will get a Lamborghini.The book is full of Rubbish content, I've wasted time and money, I will never buy books written by this author, waste of time, it's so annoying  .He keeps repeating the same stuff in all chapters.  Answer to every concept, assume that you already have it, and you will get it.No hardwork, dedication etc is required, just assume, you will get what you want.",4.0
Very Good Book. We ahve always heard what you are seeking is always seeking you. But hardly we thinks and know the process of manifestation.. This book lets us know about the simple laws that are applicable to our daily lives,1.0
"I  believe in influencing the subconscious mind with constant affirmations and positive thoughts. This book is really good, things will turn out to be good only upon practice.",1.0
"One of the best books I have ever read yet. This book has completely changed my mind,  my thoughts, my beliefs, and everything. The moment I started reading this book within 25 days my mind or shall I say my subconscious mind has started working differently. Now I can proudly say that I am the master of my thoughts.",5.0
Definitely must buy Book. I read it twice to understand what kind of thoughts I need to do it regularly. Make me so much positive thinking. Be optimistic guys. Your mind will lead to something very beautiful.,4.0
"*THE ONLY THING YOU NEED IN YOUR LIFE IS THIS BOOK*Seriously there is no problem thst can't be solved by this book..........I didn't buy this book because i was in trouble, I only bought ut because i liike reading about subconscious mind but now i am damn sure that no matter what i face in future...........I AM READY FOR IT.TOTALLY RECOMMENDED FOR EVERYONE.",5.0
"If you are bouncing between who are you and what is your moto in your future ... andHow to live with peace and hearfullness ...You should read this book .Once you complete the book , you have an picture in your mind ...WHAT TO DO WHAT NOT TO DO ...your inner fellow communicate with you ... it's amazing feeling, no words to explain ...Read more than once and apply all sujjestions given by the author ...YOU'LL FIND AWAY ... for SUCCESS 🤘🤟✌👌👍",5.0
this is my first ever review in any kind of platforms. Package came in good condition. and the book is mind blowing literally.it indeed helps and motivates if you are a confused soul like me. I wish I knew about this book way before.the chapters present in the book provides a guidence in all of our major and minor life situations... Just go for it,5.0
The quality of the book is really very good.The content in this book is priceless.If you buy this it will change your life in many ways.In this book it telling about how your subconscious mind work and how you can take out most out of it.You will see the new world after reading this book. So best purchase to make.,5.0
A life changing book for evry one this book will give you insight about how our mind is functioning. How we can use our mind for our wellfare. Easy to understand and well explained,4.0
"The book is ok but tough to do that way in real life. It is very long, but the main points are limited. BUT very HELPFUL for those who can follow it. Thank uyou.",4.0
"Excellent book. The insights in it will definitely help anyone to stay positive daily. The reason i gave this one 5 stars is because i followed the tips as mentioned in this book and the results that i experienced were profound. It definitely holds a position in my ""must read in a lifetime"" titles. It is indeed a life transforming book. Will definitely recommend anyone who hasn't read it to read asap.😊",5.0
"Amazing book, moreover, I have practiced the principles in this book, and have seen tremendous positive results.In my view, every person should read this book!",4.0
This is really a eye opening book.. I must say.. This book is made for everyone... Ur life will chnage after read few pages of this book,1.0
"The person who is willing any way to improve his life by some methods this book will certainly do the magic. What is faith and how much it can help one to grow within him/herself this book will show you all about it. Nothing to lose but something to gain, be sure about it. A classic book in a classic format. Only if the quality of the paper will more classy....",4.0
"The book by Dr Joseph Murphy, is about affirmative and positive thinking for achieving one’s goal. The key method highlighted is the visualization technique in which one assumes the end state or manifestation of desire as fulfilled. The following of the visualization technique on a regular basis especially before sleep and after wakeup in the morning helps to impregnate the subconscious mind with the thought, which then works to achive the same. Imagination and desire need to be congruent, and one needs to have faith in the power of prayer to get results. The context may change but the core principles or process remains same.",5.0
This is the best inspirational and motivational book ever I’ve studied in my life.  Every human must have this book and being a student of 21 yr old i 100% guarantee you that you will definitely have a change in your thing and your life style if u study this book with a cmplte confidence and expectations. Study like as if u are going to do it practically as well. Then itself its going to be helpful though. With out any kinda intrest or expectation there’s no ise of studying this book. Especially it is strongly recommended for students and those ppl who loose their faith over their life and diseased ppl also 😍,5.0
This book has repeated the same points throughout the book. Once you read chapter one. U don't need to read another one. Though I wasted my time reading the whole book. All the chapters contains the same thing nothing new.,4.0
"This book completely changed the way of thinking towards the every single aspects of life.""You're master of your own and you can do whatever the ..... You want to do.All that is need is the real craving""These are very few of things that this amazing book teaches us.Thank you Dr. Murphy.",5.0
"Need to trust more on your instinct and needed to really believe MORE if you really want it to happen... GREAT BOOK>>> NOT ONLY FOR READING, you know what i MEANT",2.0
Average book. Most of the time the writer had used example instantly without any authentication of the situation sighted which i felt uneasy while reading. But some points were genuinely appreciable thats why giving 3 stars.,1.0
"The book reveals many secrets and facts about how our life works how every thought we think shapes our lives, the working of our subconscious..and how we can change our reality with shift in preseption..I go back to the book again and again to grab it's wisdom..",5.0
I had brought this product two years backIt costs me 99 rsFor book lovers like me it would definitely be nice to try.Also it is the only product to which I had given 5 stars because my subconscious mind think it deserves..,5.0
"I thought just like other self-help books ...this Will also just fable me the most. But this was different and kinda helping me well day by day improvement. Font size is good, paperback cover suitable, thoughts & ideas best. Even the highlights at the end of each chapters can be memorized properly.",5.0
Things are not narrated in details. Sometimes it's just revolving around the same things but not talking about the ways that how should we make something to work in practical life. Not passionate read.,4.0
Person who is struggling with inner peace or is interested to know little bit about basic psychology can consider buying. Pretty much it talks about same thing in every chapter that is how you subconscious mind works. And is bit inclined towards bible.,1.0
Not just to read and forget. The author has clearly mentioned to practice with whatever difficulties you have in life. One needs to understand on your subconscious mind only then you will get results. Affirmation is a powerful tool. Thank you so much Mr Joseph Murphy for this wonderful knowledge which you have shared.,1.0
"This is of course a must read book, author has covered almost every kind of problems people are facing in this era. Solution for every problem is just having subtle faith on your subconscious mind.I like the happiness related chapter the most. There is nothing in this world which can make you feel unhappy, its only you and you.Problems are just effecs not causes.I will highly recommend you to go through this book atleat twice. You can thank me later😁",5.0
The message is clear.Think positive and good and you will get good.Think evil and you will get the same.Good thoughts leads to healthy mind.,5.0
"My god, this book is very repetitive, nothing much to learn for I'm already quite knowledgeable about subconscious mind.",5.0
This is the best book I have read this date on how to practically apply the law of attraction and manifest whatever you desire in your life. All the technique especially personal prayer and visualization technique have worked for me with 100% accuracy and efficiency.,4.0
Our life changes according to our character.Character changes according to habit.Habit changes according to our thoughts.Our thoughts decided by your subconscious mind.This book speaks about how our subconscious mind works in every situation and guide us to train our mind.,5.0
The whole book focuses on developing a clear state of mind that you have a subconscious mind which is a vast pool of infinite intelligence. It can help you attain anything if you acknowledge the presence of it and believed in it's reality . Just feed positive thoughts to your mind and the result will be definite fruitful .,5.0
"Such a waste of time and money. The book is full of repeating same thing.. about subconscious mind, ie if u think positive and about wealth, you become rich and healthy.. Same thing is repeated with many unrealistic examples",5.0
"I bought these book for keep motivating myself in this pandemic situation... ⁢'s helping me a lot ..one thing I didn't like about this book they keep dragging a topic for too long ,and otherwise it's a good handy book..& if want to know more the difference between your mind and yourself in a very simple language then go for it ...",5.0
I am really happy that I read this book. I am a very negative person but after reading this book I was able to bring the change in me that was required. This book has really helped me to see the world from a different perspective and has made me believe that if think you can.,4.0
"The book is very useful for the all ages people up to i have understood by reading,except there is need of explain about how to change the subconscious mind of the youth towards success by over coming their love failures. If they have any love on some one how to understand their feelings and how to unify their thoughts with our thoughts with our subconscious mind should be explained. However it may the over all feedback is good.",4.0
"One of the best books thay I came across. It's like a Bible for me, teaches many life lessons and how the Infinite Intelligence works. I'll re-read the book whenever I get time. Quality of the book was also very good.",1.0
One among the best books that I ever come across. A must read book for people of all ages. Hope you will buy and read. The author with his explanation and cited examples shows us what we can achieve and how to achieve as well.,3.0
Good book to read. Highly recommended. Too good. A must read. Clears your thoughts from all negative emotions and feelings,5.0
"A copy and paste of ""Think And Grow Rich"". Nothing new.",5.0
This is must read book for anyone. I have read it twice and it has changed my life. You can actually get whatever you want,5.0
This book will teach u how to train subconscious mind. In everday life .very positive book.must read if you want to change life and feel stuck in life,5.0
Very good book for encouraging positive thoughts and getting a positive attitude in your life. Very motivating showing the power within.,4.0
"                    The media could not be loaded.                 we can do wonders with our mind like Albert Einstein.the book guides you, how to use your subconcious mind.we have 3 types of minds.1.Consious mind2.Subconsious mind3. Supro consious mind.",5.0
"It's a great book, summary is given after every chapter so even if you complete a chapter in pieces then it helps to revise everything in one go. But let me tell you honestly if you're not into reading this shouldn't be your first book to read because it's a bit deep.Hope it helps thank you.",1.0
dont know why people doesnt have taste not so intresting book and the content too not good will never purchase finger print publisher books full of spell mistakes as well i purchased two books 1984 as well as this one full of spell mistakes on both the books as well as not much intresting concepts,5.0
Now it was going 7 days i read this book daily.even this book doesn't contains any pictures it is amazing and ridiculous.The story line if the book is far so good .The mavic happned with the book and you is if you start reading it you will be forced to read more and more.,5.0
Great book it will teach you so many things. Things you can imply in your life to gain positive attitude. It can help you fight depression. But would not recommend for depression. My opinion though. But its definitely worth buying.,4.0
"This book is not so good. Review pe mat jao. While reading this book link lagati nahi hai.  book content and topics are also not so motivational. very booring. I started reading this book but after 10/20 pages I stopped reading. after that I have finished other 2/3 good quality book. Not worth buying this book. इससे अच्छा You can win पढ़ो शिव खेरा का, बढ़िया बुक है",1.0
"It will teach you how to know yourself and your abilities, your hidden talents...one more thing English used in this book is so simple, you can easily understand if you have basic knowledge of English...",2.0
This is the best book I have ever read.It's awesome. It's is so good that I can't describe it in words. Read it as soon as possible to make your life great.Loved this book.,5.0
"A very good read, perhaps everyone should read at least once in their lifetime. Helpful in trying to build positivity.",5.0
"the bookbinding, paper quality are below standard, it is pirated print, without publishers details pl check the product sellers credentials with some control mechanism, since the online subscribers for amazon have trust on Amazon service, let your service remain as a trusted entity.this is the first product I find below expected quality.",5.0
"I remember me wrting a project in my college. I wrote the same ideas in different views and example for 100 pages. Here, Murphy has tried for 300 pages. I realized, I have a writer in me. It can be a 10 or 25 pages book. No need for 300.Better buy a Bible if u r religious. This is waste.",3.0
"I absolutely love this book. A must read. Read it a number of times and it will surprisingly benefit you more each time. I gifted this book to my friends as well, everyone deserves this wisdom by Joseph Murphy trust me.",4.0
"After Reading Emotional Intelligence and Thinking Fast and Slow i thought this book would be on the same lines , but it turned out to be a gem a must read for everyone...",5.0
I was very excited to read this book but after reading half n more book I did not feel anymore excited I was trying myself stop reading dis book some things are unbelievable which the author mentioned in dis book Nd yes I changed the way I used to think before reading dis book about people whom I do not like I think more of blessing thought s,4.0
"This book will open your mind and you will start understanding life,The idea of Subconscious can help you a lot. Must read book!one of my friend recommended this book, And Amazon delivery was prompt as always. The book cover and print quality is good.",5.0
It's a must read book. I have experienced some of the incidents mentioned in this book personally in my life. Many of the incidents happens in our life because of our strong thoughts. Every one must read this book to know how our subconscious plays an important role in our life.,3.0
Worth reading. A detailed explanation of life and understanding of mind. Superb detailing on subconscious mind. Deal with old age gracefully,4.0
Excellent book to read. It gives you a positive way to find your glorious journey & to evaluate what u are doing unconsciously. It will boost your enlightenment process faster to seek new opportunities in life. Buy it ...highly recommended,1.0
"A 5 star book, must read for every single soul even if you are not a book reader or nerd or something, give a hunch, it's worth 300 pages, Dr. Murphy has illustrated all his real life examples to give the importance and understanding of your subconscious mind that will make you live a awesomely different life if you follow the way and can make a great and drastic change in your life which you were just willing to do until now.Great quality at best price.",5.0
"This is Highly Promotes Religion.. (Author's Religion) , It Must be Based on Scientific Facts Rather than 'Comforting Feelings' that Author Has..Greatle Disappointed by the Book..But Language Used is.. Not bad..",5.0
Amazing book... Being human is the opportunity to get to know about the mysteries of cosmic existence than to just living/grappling with daily chores.. and this book provides such opportunity.,5.0
Excellent book...  No matter whats your taste or interest in books.. One should read this book . I highly recommend this book for everyone.  And thank you amazon . Excellent condition + value to money.  Please read this book guys,1.0
"packaging was good and also the product received was in good condition without any tear or damage.got delivered on time.A book which must be read atleast once in a lifetime by every individual.without any hesitation,go for it..you will feel very thankful to yourself that you came across this mind-blowing and life changing book",5.0
Gifted it to my nephew! He copied few lines and used it in his note book. Teacher enquired where did he learned these great lines. He asked him to bring this book to the school and appreciated. He is in 11th standard.Good book.,5.0
A life changing  book from a best seller Author.I looked for this book to gift to my daughter.  This book has the potential to transform your whole living. The quslity of print and psper is very good and price is competitiveDelivery was very prompt.  I recommend,5.0
This books tells us how great people follow and do things just by activation of their subconscious mind.Basically we all heard about 21 days tricks and it's kind of like that.I will remind The Autobiography Of A Yogi it's much more better than this.,5.0
Changed my perception towards life.Was badly in need of such book.Would suggest everyone to read this.,5.0
"DO READ THIS BOOK. After that share it with others. We have a limited time on this earth. And we should all have wealth, love, happiness & good health. This book will change your mental attitude towards life.",5.0
This book is really helpfull if you can apply those things in your real life. It is written in really simple manner and you can apply it in your daily life as the process(ideas) described are really simple. You don't have to do any physical hardwork but you just only need to think and repeat positive affirmation to encharge your subconscious mind.  Its a very helpful book and is really awesome when you are getting it in such a low price,4.0
Very useful to the one who are in search of self-help kinda books. The value is paid with the valuable things book has in it. I would recommend this book to the one who need some positivity and inspiration in their lives.,1.0
Ur subconscious is the god u talk to ... I tried it.. and it works .. but the r sons book which I have got spelling mistakes.. sometimes it’s confusing wether the word is correct or wrong..,2.0
It's super cool. If anyone can read this and apply these rules in life.. it's gonna change their life style.,5.0
'The Power of your Subconscious Mind' by Dr.Joseph Murfy is a true life changer. If we are able to absorb the essence of the book and practice acordingly it can positively lead our life to a new dimension.This gives us more insights on what Subconscious mind really is.,5.0
There was a gap 'somewhere' and this book filled the gap very well. Power of the knowledge in the book depends on the belief you've.Totally amazing piece of work.,5.0
Wonderful book.bought it as a gift.i own the orginal version of this and it's a book that has changed the way I think.an absolute constant on my bedside table and when I travel.,5.0
"Okay so the book is great because it actually lays out basic guidelines to transform your life. It is repetitive but I think, that very feature helps it all sink in better. It makes sure that you get it in your head for fundamental changes that need to be done. It's a great book, can definitely change your life if you give it a real shot!",4.0
1.Writer proves his points in that way you can't call it fictional and you have to must agree for that point.2.Book helps for mental development.3.Increases the self confidence .4.You have to must read this book once in lifetime....Thank you.,1.0
This book is epic...really helped in understanding difference between conscious and sub conscious mind and how to control and act on it..! Remarkable and Wonderful..! I would suggest everyone to read this book once.!👍,5.0
This book takes us through the miracles our subconscious mind can dish out to us.Recommend to read this book with a lot of patience so as to understand the concepts explained.,4.0
"received the book as it is as shown, there are some writing error or mistake,I attached a photo you can read the second last line ,the errors are very little like 'to'-'jo', but it should be mentioned otherwise it's good go for it, doesn't make that much difference,I got it for 277",1.0
Its more spiritual.  I bought this book bcz I thought it will give me Rational and Logical explanation.  Buts its totally spiritual. The author is a spritual leader and selling his thoughts by book.No offence though,4.0
"Read it. Then realise that wen u wavered with the 'a hundred' price, u were probably wrong 😂cauz the contents is like super good and I feel like I found a precious gem in thisssss!!! Love it. You won't regret it ever.....buy it love yourself 😅😁😉❤️❤️🌈💫",1.0
Worst quality paper used i have ever seen in a book all those book pages are also not so good they have less quality then  news paper sold in indiaReading is also so tough because the ink quality is so poor that you barely can see anything written inside the book,5.0
"It's not about the book, it's about the print. Quality is so bad, paper is so thin, you can see text from next page, making it difficult to read. It's a shame that for such a classic book, the print is so bad. Got a copy that is reprinted by fingerprint publishing. Disappointed !!!",5.0
"It's a really great book and if you allow it, it can definitely transform you. Few things in the book might be hard to accept,but definitely the book is quite right and believe me i am seeing changes in my life.",5.0
"Please buy this book from a reliable source. This isn't a genuine copy, a cheap fake rip off. The cover says it all plus the print inside is so faded. Just terrible",1.0
I like the way the author has explained various instances which can be understood by any rational man.The book can reach to the bottom of the soul of the reader and clense it.The process of reading is already giving me results I was seekingThank you Dr. Writter,1.0
"I had heard of duplicate books being sold at the platform. Got across first time. Completely disappointed. It's those low grade printed copy of book that you get at street size shopping. Alas , opened the book after the return window closed.",5.0
It has made me aware of the enormously faculty we have to use our full capacity of our mind to do so many good things to become much better to start living and seeing ourselves capable of accomplishing what ever you set your mind to be or do,5.0
The subconscious mind can make heaven or hell out of your life. This has been clearly explained in the book with real life incidents. This will definitely bring wonders in our life.,4.0
"My suggestion:-If you know hindi then you should study spiritual books of hinduism because spiritual books are best rource of study psychology, human natures and behaviours.This book is good but Indian books are more better than any foreigner's book.Once must read high rated Indian books and response me your experience.",5.0
"First of all I will thankful to Sagar Dodeja ji (from civil beings you tube channel). I heard it from him .ya book was motivating me every time...love this book..One thing I want to define everyone may leave in Ur life bt a good book always last forever , it will keep u motivating every time..",5.0
This book contains lots of positive thoughts and describe  the psychology of your good time. Inspire you alot. Thanks Dr. Joseph Murphy.,4.0
"This is a fantastic book which make us to delve into our Subconscious.The book stress upon that how the life of a person can change from misery to prosperity,  despair to hope, darkness to light and from negativity to positivity only if we understand and use our Subconscious.If followed in letter and spirit, problems of all kinds in family and life will be solved.",1.0
This book reveals the deepest secrets of the human mind as you keep reading one chapter after other. I would say that everyone must read this book to change their lives. Product page quality could have been better.,5.0
It is really a good book for those who are hopeless in their life because it will help you to understand how your mind works and as you know how your mind works you can use it to get everything in your life .,5.0
"Amazing book for ur every problem of stress.Just read it.It will help u in many aspects.If u r facing trouble related to ur mind and dont know how to keep ur mind and soul calm, please go for it.Believe me,It has helped me a lot.I was very upset and becoming Negative day by day.It has helped me and now I m changing gradually.",5.0
Yes it's 1 month review...about this book actually one of my friends suggested this book for me....I never thought abook kind of this one helps me to remember my goal always...Whole book concept was with one word i.e; SUBCONSCIOUS MIND. But the author never disappointed anywhere throughout the book. Its cost of just 99 but the cost of content in this book is almost equal to our real life ...,1.0
"There are all solutions in the book to remove from small to big fear. One more thing is good that it is written in paragraphs.  The paper quality of the book is not good enough. It should be good too.For this I have given one star less for this . All over ""The power of your subconscious mind"" will be helpful for people",5.0
"The delivery was on time, The book is a must read. It changed my life completely and it changed the way I think. It developed peace and happiness. The law of universe works miracles in life.",5.0
"Learnt soooo much reading this book, I now definitely know the power of subconscious mind. Truly The power is within us. Thank you for this book.",5.0
Book in good condition without any tear or error.The print quality is also good. It is worth the price.I haven't read the book completely so far to judge the content.,5.0
I haven't believe this book in the early stages of the book but upon reading i have realised that how a subconscious mind works and how to control it and to lead a successful way of life....,5.0
"The best book on positive thinking that I've ever read.  A must read by students, teachers, employees, professionals, and all others including housewives.  If practiced, I would say  this book will certainly make your life happier and better.",5.0
"For the Intellects, For who are searching for answers, for who are passionate to know the dimensions of life, This book is the basic principle of everything that exists and just the beginning towards the path of knowledge.",4.0
"This book is awesome and Good to read,We can Realize Our Subconscious mind and understand between Conscious and Subconscious mind.We can Overcome our Difficulty to train our mind and we can Concentrate on what we need and what we won't...",1.0
"While reading, you would feel that your thought process is being moved towards wisdom. I have only one word for this great book is whenever you would get yourself in mental struggle in  your life,then you take  this book as medicine. This book must be read by every individual on this earth.Thanks.",5.0
Didn't agree with the writer,5.0
This is a very good video that says that if you want to change in your life then you ponder positive thoughts in your subconscious mind.This is totally on subconscious mind that have the solution of your every problem if you believe in it.,5.0
"As a beginner in reading books, This book has literally changed the way of my thinking. I started applying the tips to make use of my subconscious mind towards positivity. I believe in god that is my subconscious mind  and now I know how to live life...A book can change your life. So,it does mine.",5.0
"This is the first book I've started my reading with. My friend recommends this book to me. It is the best book to know why things happen to you, what is the great healing power, your conscious and subconscious mind. Reading this book energizes me with positiveness. There is something in this book that once you started reading it you find yourself completely into it.  Written in very simple language. I can read it again and again.Highly Recommended!",5.0
Such a worthy buy....much useful to me personally....I would recommend to all who are looking for a positive change in all actions of yours and ending in creating a positive environment around yourselves and for others.,5.0
Great Book delivered in good condition and packaging was neat..though some examples are weird but still If you want to know about the power if your subconscious mind then this book is the right one for it..,5.0
"I bought this book because of its popularity. And it doesn't match its fame in any way. The author starts with explaining about conscious and subconscious mind and all he does is keep repeating the same thing over n over n over again. It was okay at the start, but just got into preaching mode with unscientific methods, as if all logic fails. Totally not worth the buy :/ disappointed",5.0
                    The media could not be loaded.                 The book is a masterpiece. The detailed research are really worthy of anyone's time. It's a book worth reading and discussing.The price is reasonable too.I even ordered the hardcover but then got attracted to the paperback and now here I am.,5.0
"The seller was very prompt in sending the book. It arrived in great condition.Well about the book, it's an amazing, must read book.Thanks.",5.0
The book is good. I have read secrets as well. Content in the book as approximately same. But there are too many examples which I think are not required. Truth needs not be proven at every time.,4.0
Great i feel this book enriches your mind with positivity..and gives direction to your..thoughts..,1.0
"It dwells on the importance of one's consciousness and its power to heal, create and make one's life better. The power of positive affirmations and optimal thinking, and how it can work wonders in practical life where one might find themselves going through hard times on more occasions than once.",4.0
I have been gifting this book to the one whom I feel should know about the subconscious mind. Definite read book and you will start loving it once you begin practicing. Must must must read!!,5.0
This is just mind-blowing . I have just read 35 pages and I just deep in the book . This book gave me the knowledge of how the subconscious mind work and how to heal it,3.0
Just go for it if you are going through a burden of negative thoughts in your mind. This book makes you feel like you can do everything that you want in your life,5.0
Awesome book. Must read for everyone. Made me into a very positive person and brought a lot of positive changes in my life. I recomend to every person who likes to read..,1.0
"This book made me to believe in my self and changed me as a positive thinking man. I wondered alot about subconscious mind after reading this great book. May be little bit repeated contents, even though it is great.",5.0
"An amazing book for those who really want to change themselves. I love this book, each and every line is worthy to be red. Grateful to Dr. Joseph Murphy..",1.0
Really loved the way the power of our subconscious mins is depicted in the book. This book is full of positivity and the teachings from this book will stay with you for very long. For people reading this review: A very good book to give a try and see transformation in yourself. By practicing the techniques and prayers daily you will not only become more calm but can also achieve what you want!! So go ahead and give it a try.,1.0
"The real motivator for the Change you are looking for with realisation of subconscious mind.Only flaw I find, Sometimes reading feels as if reading mythological book.......",5.0
"I have red this book completely, i found personally this book is very unique and effective when u study this book in morning time and apply the principles mention on it everyday, this book might be bring change in your life...i recommended to study this book for those who are in stage of struggle in their life",1.0
This book can really change your life and your perspective towards life. I highly recommend this to people who are a bit low on self esteem and self confidence and for people who don't to how to start their journey towards their success.,4.0
This book had always been hype and so brought this one. Amazing way. Starting chapters are based on psychology of human mind and then followed by ways you can attract things. Reading it once won't help. You have to read it again to retain everything. All in all must read book,1.0
It have same concept like books of Rhonda Byrne but more in a scientific and religious approach.This book can change societies and living habits of life.,5.0
It kind of changed my way of thinking. Built a positive attitude.I think the whole point is to put the idea deeply into brain  by reiterating the same thing. Well it was helpful to me and came at a time when I needed it most.,1.0
Added new experience to understand the human mind.The Conscious and Subconscious mind are interdependent and as a matter of fact work synchronously.The Subconscious Mind is the eternal treasure and reproduced as and when recalled back.,5.0
"Tells about the power of your subconscious mind and how to apply it to change your life. Best work of Dr. Joseph Murphy. Very famous classic, must read!",5.0
                    The media could not be loaded.                 Awsome book for your self development and peace.You should give it a try.Actual book is a little bit smaller than it looks in the pics.Page quality is very good.,5.0
"                    The media could not be loaded.                 Incredible book I have ever seen . Very scientific and inspirational book it is , i think . And thanks amazon for fast delivery .",5.0
It's such an amazing book that I want to treasure it for life because it has all Little things that one might face during his whole lifetime. And m sure it will motivate you the best way and help you in all paths of life,5.0
"Poor print binding quality, missing print. Can't expect wonders for low cost",5.0
"It is more like a religious book (with words like prayer, priest, church) than a motivational one.",4.0
Disliked how i recieved it from amazon book cover was twisted. Bad packaging from amazon. Book deserve 5 stars but due to packaging i am giving 3 only.,4.0
This book has nothing inside it..Just a 1000 repetition of the word Subconscious...It gives no techniques to achieve law of attraction...Gives no insight into how to make LOA work,4.0
Idea is good. Its very difficult to apply in real life. Depends on person to person,1.0
I enjoyed reading this book & it helped me Alot to grow mentally & analyse the situation more simply & how to tackle each and every problem of your life with just one thing - Your Subconscious Mind,5.0
"Interesting at the beginning but I don't get the zeal to read more after after 2,3 chapters. If you are and evid reader u might enjoy it but if u are a beginner u will feel sleepy 😪 after a point.",5.0
Had ordered this book with higher price and it was original book which was good. But then I bought the book with price 75 and its duplicate. Page quality it worst. Amazon is getting worse day by day.,4.0
It helps us to impove ourself. One must surely read this book it gives confidence and it will surely change the mindset of people.,5.0
"I don't read much, and I found this book really helpful. the stories/examples giving are very motivating and moving.",5.0
I can always sense my subconscious mind since my childhood. And practiced on it a lot. That motivated me to read this book.  Sometime this book overwhelmed practicality but totally it was worth the reading,5.0
"It’s a great read n saviour in the difficult situations in life — i also felt it eases out ur worry once read like magic. It’s like self help without drama,.. lolz. Honestly one of the best encouraging books 😊✌️",4.0
                    The media could not be loaded.                 I wanted to read this book for a lon time. But now this is in my hand. And best ever book. If you want ti know the real power of your mind and other things about your mind then you must read this book.,5.0
one of the best i have read on a right time. i was losing my hope and felt my originality is gone and once i started reading this book self realized when i went wrong . the way of thinking is changed drastically and i am very positive nowlove the Author . Must read book,5.0
Nice explanation of relation of subconscious mind with the concious mind,2.0
"The content is really awesome. Very interesting book, very deep. Me being a counselor (psychotherapist) loved this book.",4.0
This book is amazing. It change my life totally. Basically this book tells about how to control subconscious mind and how subconscious mind control our life.It tell us how you can achieve what you want in your life just by control our habitual thinking.According to me it is the best book.,1.0
Super book and more interesting u can earn self confidence with this book. While u reading this book lots of your mistakes come to your mind and you will realize what is happened what is the reason behind that.,5.0
Currently reading this book and I am already loving it. It will open up your mind and your power of your subconscious mind,1.0
"I brought the book before months,I cometed reading the whole book and TBH this book is good motivational book you need to read..there is seperate topic for every situation we face in our life",5.0
First book to be study before studying any book. Fantastic book must be read by all. Not all chapters are important but few are very important and contains lots. Of knowledge.,5.0
This book deeply explains about how to apply the secret to your subconscious mind. That means first you have to read Secret. Whenever you read secret this is a boring book except about starting 5 lessons. This author tells about only think positive and said to your subconscious whenever you wakeup and sleep,5.0
Every one should read this book to understand our mind,5.0
Paper quality was good but the content feels to be stretched as people cured cancer just by positive affirmations but unrealistic. But many a times this books feels wonderful and got quite knowledge about how our subconscious mind works,5.0
Content required more explanation in simple language,1.0
Time waste reading this book. It's not scientific..  author repeating same content every Page.. reading 80pages was like reading 800 pages.,5.0
"Language used is very impressive ,The content in book is what everybody knows but getting all at a one stop binds you till end, especially at the end of each chapter you will get profitable pointers which reminds of school days book which were used to have  points to ponder .",5.0
"Best book I have ever read in my life. If you want motivation, if you want to acheive things what you want in your life, if you want to change the thungs around you and make then the way you actually want # go for this book!",4.0
This is one of those books that can truly change your life. I couldn't recommend reading it strongly enough. Time to get to work on the learning.,1.0
Nice book with a lot of sermons from the Bible.The pestering part is the self eulogies in the book.,3.0
Use the principles mentioned in this book and see how positive changes it brings in life.,5.0
